【shimamoカバー】『不協和音／欅坂46』 🎙🎙🎙	shimamoカバー	None	不協和音	欅坂46	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『渋谷川／欅坂46』 🎙🎙🎙	shimamoカバー	None	渋谷川	欅坂46	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『アンビバレント／欅坂46』 🎙🎙🎙	shimamoカバー	None	アンビバレント	欅坂46	None	None	None	None	 🎙🎙🎙
【shimamoカバー】【欅坂46メドレー】『アンビバレント／欅坂46』 🎙🎙🎙	shimamoカバー	欅坂46メドレー	アンビバレント	欅坂46	None	None	None	None	 🎙🎙🎙
【shimamoカバー】【欅坂46メドレー】『二人セゾン／欅坂46』 🎙🎙🎙	shimamoカバー	欅坂46メドレー	二人セゾン	欅坂46	None	None	None	None	 🎙🎙🎙
【shimamoカバー】【欅坂46メドレー】『サイレントマジョリティー／欅坂46』 🎙🎙🎙	shimamoカバー	欅坂46メドレー	サイレントマジョリティー	欅坂46	None	None	None	None	 🎙🎙🎙
【shimamoカバー】【欅坂46メドレー】『不協和音／欅坂46』 🎙🎙🎙	shimamoカバー	欅坂46メドレー	不協和音	欅坂46	None	None	None	None	 🎙🎙🎙
【shimamoカバー】【欅坂46メドレー】『風に吹かれても／欅坂46』 🎙🎙🎙	shimamoカバー	欅坂46メドレー	風に吹かれても	欅坂46	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『恋するフォーチュンクッキー／AKB48』 🎙🎙🎙	shimamoカバー	None	恋するフォーチュンクッキー	AKB48	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『ヘビーローテーション／AKB48』 🎙🎙🎙	shimamoカバー	None	ヘビーローテーション	AKB48	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『フライングゲット／AKB48』 🎙🎙🎙	shimamoカバー	None	フライングゲット	AKB48	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『365日の紙飛行機／AKB48』 🎙🎙🎙	shimamoカバー	None	365日の紙飛行機	AKB48	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『ポニーテールとシュシュ／AKB48』 🎙🎙🎙	shimamoカバー	None	ポニーテールとシュシュ	AKB48	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『会いたかった／AKB48』 🎙🎙🎙	shimamoカバー	None	会いたかった	AKB48	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『真夏のSounds good !／AKB48』 🎙🎙🎙	shimamoカバー	None	真夏のSounds good !	AKB48	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『Everyday、カチューシャ／AKB48』 🎙🎙🎙	shimamoカバー	None	Everyday、カチューシャ	AKB48	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『Wherever you are／ONE OK ROCK』 🎙🎙🎙	shimamoカバー	None	Wherever you are	ONE OK ROCK	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『完全感覚Dreamer／ONE OK ROCK』 🎙🎙🎙	shimamoカバー	None	完全感覚Dreamer	ONE OK ROCK	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『じぶんROCK／ONE OK ROCK』 🎙🎙🎙	shimamoカバー	None	じぶんROCK	ONE OK ROCK	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『アンサイズニア／ONE OK ROCK』 🎙🎙🎙	shimamoカバー	None	アンサイズニア	ONE OK ROCK	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『Heartache／ONE OK ROCK』 🎙🎙🎙	shimamoカバー	None	Heartache	ONE OK ROCK	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『カゲロウ／ONE OK ROCK』 🎙🎙🎙	shimamoカバー	None	カゲロウ	ONE OK ROCK	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『努努／ONE OK ROCK』 🎙🎙🎙	shimamoカバー	None	努努	ONE OK ROCK	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『恋ノアイボウ心ノクピド／ONE OK ROCK』 🎙🎙🎙	shimamoカバー	None	恋ノアイボウ心ノクピド	ONE OK ROCK	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『The Beginning／ONE OK ROCK』 🎙🎙🎙	shimamoカバー	None	The Beginning	ONE OK ROCK	None	None	None	None	 🎙🎙🎙
【shimamoカバー】【ONE OK ROCKメドレー】『Wherever you are／ONE OK ROCK』 🎙🎙🎙	shimamoカバー	ONE OK ROCKメドレー	Wherever you are	ONE OK ROCK	None	None	None	None	 🎙🎙🎙
【shimamoカバー】【ONE OK ROCKメドレー】『Heartache／ONE OK ROCK』 🎙🎙🎙	shimamoカバー	ONE OK ROCKメドレー	Heartache	ONE OK ROCK	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『シルエット／KANA-BOON（アニメ「NARUTO疾風伝」OP）』 🎙🎙🎙	shimamoカバー	None	シルエット	KANA-BOON	アニメ	NARUTO疾風伝	OP	None	 🎙🎙🎙
【shimamoカバー】『ないものねだり／KANA-BOON』 🎙🎙🎙	shimamoカバー	None	ないものねだり	KANA-BOON	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『紅／X JAPAN』 🎙🎙🎙	shimamoカバー	None	紅	X JAPAN	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『Rusty Nail／X JAPAN』 🎙🎙🎙	shimamoカバー	None	Rusty Nail	X JAPAN	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『君の好きなうた／UVERworld』 🎙🎙🎙	shimamoカバー	None	君の好きなうた	UVERworld	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『クオリア／UVERworld』 🎙🎙🎙	shimamoカバー	None	クオリア	UVERworld	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『負けないで／ZARD』 🎙🎙🎙	shimamoカバー	None	負けないで	ZARD	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『天体観測／BUMP OF CHICKEN』 🎙🎙🎙	shimamoカバー	None	天体観測	BUMP OF CHICKEN	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『サヨナラまたな／Fischer's』 🎙🎙🎙	shimamoカバー	None	サヨナラまたな	Fischer's	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『ノンフィクション／平井堅』 🎙🎙🎙	shimamoカバー	None	ノンフィクション	平井堅	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『POP STAR／平井堅』 🎙🎙🎙	shimamoカバー	None	POP STAR	平井堅	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『瞳をとじて／平井堅（映画「世界の中心で、愛をさけぶ」主題歌）』 🎙🎙🎙	shimamoカバー	None	瞳をとじて	平井堅	映画	世界の中心で、愛をさけぶ	主題歌	None	 🎙🎙🎙
【shimamoカバー】『大きな古時計／平井堅』 🎙🎙🎙	shimamoカバー	None	大きな古時計	平井堅	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『青いベンチ／サスケ』 🎙🎙🎙	shimamoカバー	None	青いベンチ	サスケ	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『サライ／加山雄三』 🎙🎙🎙	shimamoカバー	None	サライ	加山雄三	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『新宝島／サカナクション（Spotify CMソング）』 🎙🎙🎙	shimamoカバー	None	新宝島	サカナクション	None	None	None	Spotify CMソング	 🎙🎙🎙
【shimamoカバー】『オトノナルホウへ→／Goose house（アニメ「銀の匙 Silver Spoon」ED）』 🎙🎙🎙	shimamoカバー	None	オトノナルホウへ→	Goose house	アニメ	銀の匙 Silver Spoon	ED	None	 🎙🎙🎙
【shimamoカバー】『光るなら／Goose house（アニメ「四月は君の嘘」OP）』 🎙🎙🎙	shimamoカバー	None	光るなら	Goose house	アニメ	四月は君の嘘	OP	None	 🎙🎙🎙
【shimamoカバー】『Sing／Goose house』 🎙🎙🎙	shimamoカバー	None	Sing	Goose house	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『好きだ。／Little Glee Monster』 🎙🎙🎙	shimamoカバー	None	好きだ。	Little Glee Monster	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『いつかこの涙が／Little Glee Monster』 🎙🎙🎙	shimamoカバー	None	いつかこの涙が	Little Glee Monster	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『TOKYO GIRL／Perfume（ドラマ「東京タラレバ娘」主題歌）』 🎙🎙🎙	shimamoカバー	None	TOKYO GIRL	Perfume	ドラマ	東京タラレバ娘	主題歌	None	 🎙🎙🎙
【shimamoカバー】『未来へ／Kiroro』 🎙🎙🎙	shimamoカバー	None	未来へ	Kiroro	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『生きてこそ／Kiroro（アニメ「甲虫王者ムシキング ～森の民の伝説～」OP）』 🎙🎙🎙	shimamoカバー	None	生きてこそ	Kiroro	アニメ	甲虫王者ムシキング ～森の民の伝説～	OP	None	 🎙🎙🎙
【shimamoカバー】『Best Friend／Kiroro』 🎙🎙🎙	shimamoカバー	None	Best Friend	Kiroro	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『長い間／Kiroro』 🎙🎙🎙	shimamoカバー	None	長い間	Kiroro	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『もう少し／Kiroro』 🎙🎙🎙	shimamoカバー	None	もう少し	Kiroro	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『Gee／少女時代』 🎙🎙🎙	shimamoカバー	None	Gee	少女時代	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『涙そうそう／夏川里美』 🎙🎙🎙	shimamoカバー	None	涙そうそう	夏川里美	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『君がくれた夏／家入レオ（ドラマ「恋仲」主題歌）』 🎙🎙🎙	shimamoカバー	None	君がくれた夏	家入レオ	ドラマ	恋仲	主題歌	None	 🎙🎙🎙
【shimamoカバー】『恋のはじまり／家入レオ×大原櫻子×藤原さくら』 🎙🎙🎙	shimamoカバー	None	恋のはじまり	家入レオ×大原櫻子×藤原さくら	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『ずっと、ふたりで／家入レオ（ドラマ「愛してたって、秘密はある。」主題歌）』 🎙🎙🎙	shimamoカバー	None	ずっと、ふたりで	家入レオ	ドラマ	愛してたって、秘密はある。	主題歌	None	 🎙🎙🎙
【shimamoカバー】『もし君を許せたら／家入レオ（ドラマ「絶対零度～未然犯罪潜入捜査～」主題歌）』 🎙🎙🎙	shimamoカバー	None	もし君を許せたら	家入レオ	ドラマ	絶対零度～未然犯罪潜入捜査～	主題歌	None	 🎙🎙🎙
【shimamoカバー】『明日も／大原櫻子（映画「カノジョは嘘を愛しすぎてる」挿入歌）』 🎙🎙🎙	shimamoカバー	None	明日も	大原櫻子	映画	カノジョは嘘を愛しすぎてる	挿入歌	None	 🎙🎙🎙
【shimamoカバー】『真夏の太陽／大原櫻子』 🎙🎙🎙	shimamoカバー	None	真夏の太陽	大原櫻子	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『瞳／大原櫻子』 🎙🎙🎙	shimamoカバー	None	瞳	大原櫻子	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『好きな人がいること／JY（ドラマ「好きな人がいること」主題歌）』 🎙🎙🎙	shimamoカバー	None	好きな人がいること	JY	ドラマ	好きな人がいること	主題歌	None	 🎙🎙🎙
【shimamoカバー】『愛は勝つ／KAN』 🎙🎙🎙	shimamoカバー	None	愛は勝つ	KAN	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『真夏の果実／サザンオールスターズ』 🎙🎙🎙	shimamoカバー	None	真夏の果実	サザンオールスターズ	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『TSUNAMI／サザンオールスターズ』 🎙🎙🎙	shimamoカバー	None	TSUNAMI	サザンオールスターズ	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『Believe／シェネル』 🎙🎙🎙	shimamoカバー	None	Believe	シェネル	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『heavenly days／新垣結衣』 🎙🎙🎙	shimamoカバー	None	heavenly days	新垣結衣	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『小さな恋のうた／MONGOL800』 🎙🎙🎙	shimamoカバー	None	小さな恋のうた	MONGOL800	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『ヒカリへ／miwa（ドラマ「リッチマン、プアウーマン」主題歌）』 🎙🎙🎙	shimamoカバー	None	ヒカリへ	miwa	ドラマ	リッチマン、プアウーマン	主題歌	None	 🎙🎙🎙
【shimamoカバー】『アップデート／miwa（アニメ「僕のヒーローアカデミア」ED）』 🎙🎙🎙	shimamoカバー	None	アップデート	miwa	アニメ	僕のヒーローアカデミア	ED	None	 🎙🎙🎙
【shimamoカバー】『夜空。／miwa feat.ハジ→』 🎙🎙🎙	shimamoカバー	None	夜空。	miwa feat.ハジ→	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『アイオクリ／miwa（映画「君と100回目の恋」挿入歌）』 🎙🎙🎙	shimamoカバー	None	アイオクリ	miwa	映画	君と100回目の恋	挿入歌	None	 🎙🎙🎙
【shimamoカバー】『don't cry anymore／miwa』 🎙🎙🎙	shimamoカバー	None	don't cry anymore	miwa	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『片想い／miwa』 🎙🎙🎙	shimamoカバー	None	片想い	miwa	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『441／miwa』 🎙🎙🎙	shimamoカバー	None	441	miwa	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『ミラクル／miwa』 🎙🎙🎙	shimamoカバー	None	ミラクル	miwa	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『あなたがここにいて抱きしめることができるなら／miwa（ドラマ「コウノドリ」主題歌）』 🎙🎙🎙	shimamoカバー	None	あなたがここにいて抱きしめることができるなら	miwa	ドラマ	コウノドリ	主題歌	None	 🎙🎙🎙
【shimamoカバー】『アコースティックストーリー／miwa』 🎙🎙🎙	shimamoカバー	None	アコースティックストーリー	miwa	None	None	None	None	 🎙🎙🎙
【shimamoカバー】【miwaメドレー】『アップデート／miwa』 🎙🎙🎙	shimamoカバー	miwaメドレー	アップデート	miwa	None	None	None	None	 🎙🎙🎙
【shimamoカバー】【miwaメドレー】『ヒカリへ／miwa』 🎙🎙🎙	shimamoカバー	miwaメドレー	ヒカリへ	miwa	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『糸／中島みゆき』 🎙🎙🎙	shimamoカバー	None	糸	中島みゆき	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『地上の星／中島みゆき』 🎙🎙🎙	shimamoカバー	None	地上の星	中島みゆき	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『氷の上に立つように／小松未歩』 🎙🎙🎙	shimamoカバー	None	氷の上に立つように	小松未歩	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『チェリー／スピッツ』 🍒🍒🍒	shimamoカバー	None	チェリー	スピッツ	None	None	None	None	 🍒🍒🍒
【shimamoカバー】『楓／スピッツ』 🎙🎙🎙	shimamoカバー	None	楓	スピッツ	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『ロビンソン／スピッツ』 🎙🎙🎙	shimamoカバー	None	ロビンソン	スピッツ	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『空も飛べるはず／スピッツ』 🎙🎙🎙	shimamoカバー	None	空も飛べるはず	スピッツ	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『春の歌／スピッツ』 🎙🎙🎙	shimamoカバー	None	春の歌	スピッツ	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『春の歌／藤原さくら（映画「3月のライオン」主題歌）』 🎙🎙🎙	shimamoカバー	None	春の歌	藤原さくら	映画	3月のライオン	主題歌	None	 🎙🎙🎙
【shimamoカバー】『キセキ／GReeeeN』 🎙🎙🎙	shimamoカバー	None	キセキ	GReeeeN	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『愛唄／GReeeeN』 🎙🎙🎙	shimamoカバー	None	愛唄	GReeeeN	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『道／GReeeeN』 🎙🎙🎙	shimamoカバー	None	道	GReeeeN	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『遥か／GReeeeN』 🎙🎙🎙	shimamoカバー	None	遥か	GReeeeN	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『恋／GReeeeN（映画「ママレード・ボーイ」主題歌）』 🎙🎙🎙	shimamoカバー	None	恋	GReeeeN	映画	ママレード・ボーイ	主題歌	None	 🎙🎙🎙
【shimamoカバー】『Hikari／androp（ドラマ「グッド・ドクター」主題歌）』 🎙🎙🎙	shimamoカバー	None	Hikari	androp	ドラマ	グッド・ドクター	主題歌	None	 🎙🎙🎙
【shimamoカバー】『ボクノート／スキマスイッチ（映画『ドラえもん のび太の恐竜2006』主題歌）』 🎙🎙🎙	shimamoカバー	None	ボクノート	スキマスイッチ	None	None	None	映画『ドラえもん のび太の恐竜2006』主題歌	 🎙🎙🎙
【shimamoカバー】『奏／スキマスイッチ（アニメ「一週間フレンズ」ED）』 🎙🎙🎙	shimamoカバー	None	奏	スキマスイッチ	アニメ	一週間フレンズ	ED	None	 🎙🎙🎙
【shimamoカバー】『全力少年／スキマスイッチ』 🎙🎙🎙	shimamoカバー	None	全力少年	スキマスイッチ	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『純恋歌／湘南乃風』 🎙🎙🎙	shimamoカバー	None	純恋歌	湘南乃風	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『あなた／宇多田ヒカル』 🎙🎙🎙	shimamoカバー	None	あなた	宇多田ヒカル	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『First Love／宇多田ヒカル』 🎙🎙🎙	shimamoカバー	None	First Love	宇多田ヒカル	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『初恋／宇多田ヒカル（ドラマ「花のち晴れ～花男 Next Season～」イメージソング）』 🎙🎙🎙	shimamoカバー	None	初恋	宇多田ヒカル	ドラマ	花のち晴れ～花男 Next Season～	イメージソング	None	 🎙🎙🎙
【shimamoカバー】『そばかす／JUDY AND MARY（アニメ「るろうに剣心」OP）』 🎙🎙🎙	shimamoカバー	None	そばかす	JUDY AND MARY	アニメ	るろうに剣心	OP	None	 🎙🎙🎙
【shimamoカバー】『小さな頃から／JUDY AND MARY』 🎙🎙🎙	shimamoカバー	None	小さな頃から	JUDY AND MARY	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『くじら１２号／JUDY AND MARY』 🎙🎙🎙	shimamoカバー	None	くじら１２号	JUDY AND MARY	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『笑顔／Anly』 🎙🎙🎙	shimamoカバー	None	笑顔	Anly	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『思い出がいっぱい／H2O』 🎙🎙🎙	shimamoカバー	None	思い出がいっぱい	H2O	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『会いたい／沢田知可子』 🎙🎙🎙	shimamoカバー	None	会いたい	沢田知可子	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『明日への扉／I WiSH』 🎙🎙🎙	shimamoカバー	None	明日への扉	I WiSH	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『明日への手紙／手嶌葵（ドラマ「いつかこの恋を思い出してきっと泣いてしまう」主題歌）』 🎙🎙🎙	shimamoカバー	None	明日への手紙	手嶌葵	ドラマ	いつかこの恋を思い出してきっと泣いてしまう	主題歌	None	 🎙🎙🎙
【shimamoカバー】『テルーの唄／手嶌葵（スタジオジブリ映画「ゲド戦記」主題歌）』 🎙🎙🎙	shimamoカバー	None	テルーの唄	手嶌葵	スタジオジブリ映画	ゲド戦記	主題歌	None	 🎙🎙🎙
【shimamoカバー】『残酷な天使のテーゼ／高橋洋子（アニメ「新世紀エヴァンゲリオン」OP）』 🎙🎙🎙	shimamoカバー	None	残酷な天使のテーゼ	高橋洋子	アニメ	新世紀エヴァンゲリオン	OP	None	 🎙🎙🎙
【shimamoカバー】『夢をかなえてドラえもん／mao（アニメ「ドラえもん」OP）』 🎙🎙🎙	shimamoカバー	None	夢をかなえてドラえもん	mao	アニメ	ドラえもん	OP	None	 🎙🎙🎙
【shimamoカバー】『I LOVE YOU／尾崎豊』 🎙🎙🎙	shimamoカバー	None	I LOVE YOU	尾崎豊	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『15の夜／尾崎豊』 🎙🎙🎙	shimamoカバー	None	15の夜	尾崎豊	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『OH MY LITTLE GIRL／尾崎豊』 🎙🎙🎙	shimamoカバー	None	OH MY LITTLE GIRL	尾崎豊	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『I LOVE YOU／クリス・ハート』 🎙🎙🎙	shimamoカバー	None	I LOVE YOU	クリス・ハート	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『津軽海峡冬景色／石川さゆり』 🎙🎙🎙	shimamoカバー	None	津軽海峡冬景色	石川さゆり	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『天城越え／石川さゆり』 🎙🎙🎙	shimamoカバー	None	天城越え	石川さゆり	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『恋音と雨空 ／AAA』 🎙🎙🎙	shimamoカバー	None	恋音と雨空 	AAA	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『さよならの前に／AAA』 🎙🎙🎙	shimamoカバー	None	さよならの前に	AAA	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『愛してるのに、愛せない／AAA』 🎙🎙🎙	shimamoカバー	None	愛してるのに、愛せない	AAA	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『桜坂／福山雅治』 🎙🎙🎙	shimamoカバー	None	桜坂	福山雅治	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『- 零 -ZERO-／福山雅治（映画「名探偵コナン ゼロの執行人」主題歌）』 🎙🎙🎙	shimamoカバー	None	- 零 -ZERO-	福山雅治	映画	名探偵コナン ゼロの執行人	主題歌	None	 🎙🎙🎙
【shimamoカバー】『君をのせて／井上 あずみ（スタジオジブリ映画「天空の城ラピュタ」主題歌）』 🎙🎙🎙	shimamoカバー	None	君をのせて	井上 あずみ	スタジオジブリ映画	天空の城ラピュタ	主題歌	None	 🎙🎙🎙
【shimamoカバー】『となりのトトロ／井上あずみ』 🎙🎙🎙	shimamoカバー	None	となりのトトロ	井上あずみ	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『となりのトトロ／井上あずみ（shimamo替え歌Ver.「となりの○○○」）』 🎙🎙🎙	shimamoカバー	None	となりのトトロ	井上あずみ	None	None	None	shimamo替え歌Ver.「となりの○○○」	 🎙🎙🎙
【shimamoカバー】『崖の上のポニョ／藤岡藤巻・大橋のぞみ（スタジオジブリ映画「崖の上のポニョ」主題歌）』 🎙🎙🎙	shimamoカバー	None	崖の上のポニョ	藤岡藤巻・大橋のぞみ	スタジオジブリ映画	崖の上のポニョ	主題歌	None	 🎙🎙🎙
【shimamoカバー】『ひこうき雲／松任谷由実（スタジオジブリ映画「風立ちぬ」主題歌）』 🎙🎙🎙	shimamoカバー	None	ひこうき雲	松任谷由実	スタジオジブリ映画	風立ちぬ	主題歌	None	 🎙🎙🎙
【shimamoカバー】『やさしさに包まれたなら／荒井由実(松任谷由実)（スタジオジブリ映画「魔女の宅急便」EDテーマ）』 🎙🎙🎙	shimamoカバー	None	やさしさに包まれたなら	荒井由実(松任谷由実)	スタジオジブリ映画	魔女の宅急便	EDテーマ	None	 🎙🎙🎙
【shimamoカバー】『千の風になって／秋川雅史』 🎙🎙🎙	shimamoカバー	None	千の風になって	秋川雅史	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『さくら／森山直太朗』 🌸🌸🌸	shimamoカバー	None	さくら	森山直太朗	None	None	None	None	 🌸🌸🌸
【shimamoカバー】『生きてることが辛いなら／森山直太朗』 🎙🎙🎙	shimamoカバー	None	生きてることが辛いなら	森山直太朗	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『夏の終わり／森山直太朗』 🎙🎙🎙	shimamoカバー	None	夏の終わり	森山直太朗	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『366日／HY（映画・ドラマ「赤い糸」主題歌）』 🎙🎙🎙	shimamoカバー	None	366日	HY	映画・ドラマ	赤い糸	主題歌	None	 🎙🎙🎙
【shimamoカバー】『AM11:00／HY』 🎙🎙🎙	shimamoカバー	None	AM11:00	HY	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『NAO／HY』 🎙🎙🎙	shimamoカバー	None	NAO	HY	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『レイニーブルー／徳永英明』 🎙🎙🎙	shimamoカバー	None	レイニーブルー	徳永英明	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『LOVE LOVE LOVE／徳永英明（2005年）』 🎙🎙🎙	shimamoカバー	None	LOVE LOVE LOVE	徳永英明	None	None	None	2005年	 🎙🎙🎙
【shimamoカバー】『CQCQ／神様、僕は気づいてしまった』 🎙🎙🎙	shimamoカバー	None	CQCQ	神様、僕は気づいてしまった	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『どんなときも。／槇原敬之』 🎙🎙🎙	shimamoカバー	None	どんなときも。	槇原敬之	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『僕が一番欲しかったもの／槇原敬之』 🎙🎙🎙	shimamoカバー	None	僕が一番欲しかったもの	槇原敬之	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『もう恋なんてしない／槇原敬之』 🎙🎙🎙	shimamoカバー	None	もう恋なんてしない	槇原敬之	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『瞬間センチメンタル／SCANDAL（アニメ「鋼の錬金術師 FULLMETAL ALCHEMIST」ED）』 🎙🎙🎙	shimamoカバー	None	瞬間センチメンタル	SCANDAL	アニメ	鋼の錬金術師 FULLMETAL ALCHEMIST	ED	None	 🎙🎙🎙
【shimamoカバー】『少女S／SCANDAL』 🎙🎙🎙	shimamoカバー	None	少女S	SCANDAL	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『蝶々結び／Aimer』 🎀🎀🎀	shimamoカバー	None	蝶々結び	Aimer	None	None	None	None	 🎀🎀🎀
【shimamoカバー】『星屑ビーナス／Aimer』 🎙🎙🎙	shimamoカバー	None	星屑ビーナス	Aimer	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『カタオモイ／Aimer』 🎙🎙🎙	shimamoカバー	None	カタオモイ	Aimer	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『Ref:rain／Aimer（アニメ「恋は雨上がりのように」ED）』 🎙🎙🎙	shimamoカバー	None	Ref:rain	Aimer	アニメ	恋は雨上がりのように	ED	None	 🎙🎙🎙
【shimamoカバー】『茜さす／Aimer』 🎙🎙🎙	shimamoカバー	None	茜さす	Aimer	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『みんながみんな英雄／AI』 🎙🎙🎙	shimamoカバー	None	みんながみんな英雄	AI	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『Story／AI（映画「ベイマックス」主題歌）』 🎙🎙🎙	shimamoカバー	None	Story	AI	映画	ベイマックス	主題歌	None	 🎙🎙🎙
【shimamoカバー】『愛をこめて花束を／Superfly（ドラマ「エジソンの母」主題歌）』 💐💐💐	shimamoカバー	None	愛をこめて花束を	Superfly	ドラマ	エジソンの母	主題歌	None	 💐💐💐
【shimamoカバー】『やさしい気持ちで／Superfly』 🎙🎙🎙	shimamoカバー	None	やさしい気持ちで	Superfly	None	None	None	None	 🎙🎙🎙
【shimamoカバー】『手紙 ～拝啓 十五の君へ～／アンジェラ・アキ』 💌💌💌	shimamoカバー	None	手紙 ～拝啓 十五の君へ～	アンジェラ・アキ	None	None	None	None	 💌💌💌
【shimamoカバー】『あなた／小坂明子』 🎙🎙🎙	shimamoカバー	None	あなた	小坂明子	None	None	None	None	 🎙🎙🎙
